base_price,kms_driven,age,power,brand,stroke,milage,length,weight,acceleration,rent
22000,17308,10,100,5,4.17,27,112,2401,19.5,1100
17500,54889,12,135,6,4.17,34,112,2379,16.5,875
30000,18500,9,100,6,2.76,31,112,2124,13.5,1500
16000,20238,10,110,0,3.15,29,135,2310,18.5,800
37000,14993,6,125,4,3.15,27,151,2472,14,1850
20000,14423,10,100,5,3.15,24,140,2265,15.5,1000
45000,8903,8,220,6,3.15,23,151,4082,13,2250
35000,36283,7,100,5,3.15,36,105,4278,9.5,1750
30000,45991,7,125,4,3.15,37,91,1867,19.5,1500
22000,51940,9,100,5,3.15,31,91,2158,15.5,1100
18000,50000,11,100,5,3.89,38,105,2582,14,900
26000,81414,7,100,5,3.89,36,98,2868,15.5,1300
20000,2584,11,100,5,3.39,36,120,3399,11,1000
22000,62867,9,135,6,3.39,36,107,2660,14,1100
25000,3762,10,100,5,3.39,34,108,2807,13.5,1250
50000,32461,6,150,3,3.39,38,91,3664,11,2500
20000,78394,10,100,5,3.39,32,91,3102,16.5,1000
30000,17203,6,110,6,3.39,38,91,2875,17,1500
22000,40000,8,125,6,3.16,25,181,2901,16,1100
15000,39888,12,110,0,3.64,38,262,3336,17,750
25000,30000,25,100,5,3.64,26,156,1950,19,1250
18500,32000,20,100,5,3.64,22,232,2451,16.5,925
18000,20313,15,100,5,3.64,32,144,1836,21,900
20000,12000,13,100,5,3.64,36,135,2542,17,1000
22000,22000,13,223,5,3.1,27,151,3781,17,1100
27000,13299,8,125,6,3.1,27,140,3632,18,1350
23000,40000,24,100,5,3.35,44,97,3613,16.5,1150
21000,21985,13,135,6,3.35,32,135,4141,14,1050
38000,40826,8,150,3,3.12,28,120,4699,14.5,1900
26000,5451,9,110,6,3.23,31,119,4457,13.5,1300
23000,38000,25,100,5,3.23,18,307,4638,16,1150
14000,17602,13,110,0,3.23,15,350,4257,15.5,700
18000,38000,11,100,5,3.39,18,318,2219,16.5,900
32000,17870,7,110,0,3.46,16,304,1963,15.5,1600
18000,13673,7,110,0,3.46,17,302,2300,14.5,900
28000,24434,9,100,5,3.86,15,429,1649,16.5,1400
20000,654984,10,125,4,3.86,14,454,2003,19,1000
41000,8000,6,110,10,3.39,14,440,2125,14.5,2050
50000,10100,8,150,6,3.39,14,455,2108,15.5,2500
31599,19111,8,100,0,3.46,15,390,2246,14,1579.95
56000,27350,6,220,6,3.9,15,383,2489,15,2800
103000,14400,6,350,1,3.41,14,340,2391,15.5,5150
125000,13000,5,200,9,3.41,15,400,2000,16,6250
100000,30000,7,350,1,3.07,14,455,3264,16,5000
68000,11100,5,160,4,3.41,24,113,3459,16,3400
110000,5655,5,200,6,3.41,22,198,3432,21,5500
23600,37500,11,100,5,3.41,18,199,3158,19.5,1180
26000,43000,7,125,6,3.41,21,200,4668,11.5,1300
52000,25000,7,150,4,3.58,27,97,4440,14,2600
95000,9000,8,350,1,3.58,26,97,4498,14.5,4750
70000,20775,5,220,6,3.58,25,110,4657,13.5,3500
50000,17000,7,150,4,3.58,24,107,3907,21,2500
22000,28000,8,110,10,3.58,25,104,3897,18.5,1100
20000,50000,12,100,5,3.58,26,121,3730,19,1000
35000,39000,12,150,5,3.23,21,199,3785,19,1750
55000,20000,7,150,6,3.23,10,360,3039,15,2750
109100,21200,7,350,1,4.17,10,307,3221,13.5,5455
60350,26381,9,350,1,4.17,11,318,3169,12,3017.5
47000,60045,12,350,1,2.76,9,304,2171,16,2350
35800,90408,18,350,1,3.15,27,97,2639,17,1790
125000,17512,5,250,8,3.15,28,140,2914,16,6250
163500,13900,3,500,1,3.15,25,113,2592,18.5,8175
45000,30,7,200,6,3.15,25,98,2702,13.5,2250
520000,399,2,750,14,3.15,19,232,2223,16.5,26000
304952,13000,7,650,13,3.15,16,225,2545,17,15247.6
20000,15906,10,100,5,3.15,17,250,2984,14.5,1000
57000,15000,7,180,6,3.89,19,250,1937,14,2850
60000,28000,9,150,3,3.89,18,232,3211,17,3000
60000,20482,4,160,0,3.39,14,350,2694,15,3000
16000,23105,15,100,5,3.39,14,400,2957,17,800
5000,82178,18,135,5,3.39,14,351,2945,14.5,250
70000,49347,9,200,9,3.39,14,318,2671,13.5,3500
116900,25362,6,500,1,3.39,12,383,1795,17.5,5845
90000,17000,7,350,1,3.39,13,400,2464,15.5,4500
83800,21540,10,350,1,3.16,13,400,2220,16.9,4190
58000,18000,9,150,6,3.64,18,258,2572,14.9,2900
55000,25000,8,150,4,3.64,22,140,2255,17.7,2750
15000,70000,16,150,6,3.64,19,250,2202,15.3,750
32000,90000,5,100,6,3.64,18,250,4215,13,1600
90000,44000,10,350,1,3.64,23,122,4190,13,4500
51900,26000,7,220,6,3.1,28,116,3962,13.9,2595
31000,58000,10,150,3,3.1,30,79,4215,12.8,1550
28100,29000,8,100,6,3.35,30,88,3233,15.4,1405
110000,25000,8,350,1,3.35,31,71,3353,14.5,5500
20500,48000,13,150,4,3.12,35,72,3012,17.6,1025
25000,27000,8,110,4,3.23,27,97,3085,17.6,1250
24990,39000,10,125,4,3.23,26,91,2035,22.2,1249.5
120500,12550,6,350,1,3.23,24,113,2164,22.1,6025
22000,55000,14,150,5,3.39,25,97.5,1937,14.2,1100
72100,22000,5,150,6,3.46,23,97,1795,17.4,3605
35000,40000,12,220,6,3.46,20,140,3651,17.7,1750
52000,24000,7,150,7,3.86,21,122,3574,21,2600
41000,10000,5,110,4,3.86,13,350,3645,16.2,2050
38000,53000,9,150,5,3.39,14,400,3193,17.8,1900
80000,10000,7,220,6,3.46,15,318,1825,12.2,4000
110000,33800,6,350,1,3.9,14,351,1990,17,5500
160000,25000,6,500,1,3.41,17,304,2155,16.4,8000
41500,59154,5,100,5,3.41,11,429,2565,13.6,2075
40000,27875,12,200,6,3.07,13,350,3150,15.7,2000
140000,22000,5,350,1,3.41,12,350,3940,13.2,7000
42000,10883,5,100,5,3.41,13,400,3270,21.9,2100
78000,6400,4,180,0,3.41,19,70,2930,15.5,3900
26000,23236,12,100,5,3.41,15,304,3820,16.7,1300
77000,19820,6,220,6,3.58,13,307,4380,12.1,3850
28000,66000,11,150,5,3.58,13,302,4055,12,1400
18000,40266,11,125,4,3.58,14,318,3870,15,900
53000,15000,7,220,6,3.58,18,121,3755,14,2650
85000,14000,8,350,1,3.58,22,121,2045,18.5,4250
14200,55200,16,150,6,3.58,21,120,2155,14.8,710
175000,2200,4,500,1,3.23,26,96,1825,18.6,8750
46000,9000,5,110,4,3.23,22,122,2300,15.5,2300
150000,5400,8,350,1,4.17,28,97,1945,16.8,7500
95000,22000,8,350,1,4.17,23,120,3880,12.5,4750
62000,30000,5,150,6,2.76,28,98,4060,19,3100
26000,41000,10,100,5,3.15,27,97,4140,13.7,1300
35000,14992,8,110,4,3.15,13,350,4295,14.9,1750
96000,23000,6,150,3,3.15,14,304,3520,16.4,4800
140000,8500,5,500,1,3.15,13,350,3425,16.9,7000
66000,59794,9,150,3,3.15,14,302,3630,17.7,3300
22000,30000,14,150,6,3.15,15,318,3525,19,1100
36995,16838,6,100,5,3.15,12,429,4220,11.1,1849.75
105000,14779,4,350,1,3.89,13,400,4165,11.4,5250
30000,33849,12,150,5,3.89,13,351,4325,12.2,1500
70000,4116,3,160,0,3.39,14,318,4335,14.5,3500
29500,115152,8,150,6,3.39,13,440,1940,14.5,1475
70000,23000,5,200,6,3.39,12,455,2740,16,3500
80000,8000,10,250,4,3.39,13,360,2265,18.2,4000
150000,84625,8,500,1,3.39,18,225,2755,15.8,7500
100000,15078,7,350,1,3.39,16,250,2051,17,5000
45000,35038,7,223,5,3.16,18,232,2075,15.9,2250
105000,15008,9,500,1,3.64,18,250,1985,16.4,5250
135000,1050,3,125,9,3.64,23,198,2190,14.1,6750
95000,25000,6,200,6,3.64,26,97,2815,14.5,4750
95000,16725,5,200,6,3.64,11,400,2600,12.8,4750
65000,18000,6,160,4,3.64,12,400,2720,13.5,3250
37000,8030,4,110,3,3.1,13,360,1985,21.5,1850
120000,14000,4,250,4,3.1,12,350,1800,14.4,6000
146006,8575,4,500,1,3.35,18,232,1985,19.4,7300.3
75000,24000,9,150,3,3.35,20,97,2070,18.6,3750
74400,3000,3,150,6,3.12,21,140,1800,16.4,3720
55000,15000,6,220,6,3.23,22,108,3365,15.5,2750
45500,9000,4,100,6,3.23,18,70,3735,13.2,2275
478000,1300,5,750,14,3.23,19,122,3570,12.8,23900
52000,25600,6,160,4,3.39,21,155,3535,19.2,2600
35000,13000,7,125,4,3.46,26,98,3155,18.2,1750
115000,26000,7,350,1,3.46,15,350,2965,15.8,5750
170000,5500,3,300,10,3.86,16,400,2720,15.4,8500
100300,11824,6,350,1,3.86,29,68,3430,17.2,5015
12000,82000,17,150,6,3.39,24,116,3210,17.2,600
65000,9300,4,150,6,3.46,20,114,3380,15.8,3250
511000,10400,8,883,14,3.9,19,121,3070,16.7,25550
20000,20003,10,100,5,3.41,15,318,3620,18.7,1000
30000,27598,8,110,4,3.41,24,121,3410,15.1,1500
51500,4734,6,220,6,3.07,20,156,3425,13.2,2575
98000,1700,3,200,6,3.41,11,350,3445,13.4,4900
42000,30090,11,150,3,3.41,20,198,3205,11.2,2100
50000,7500,5,110,5,3.41,21,200,4080,13.7,2500
63000,19100,5,150,7,3.41,19,232,2155,16.5,3150
139100,25500,5,390,9,3.58,15,250,2560,14.2,6955
120000,5600,4,200,6,3.58,31,79,2300,14.7,6000
115800,2126,3,250,3,3.58,26,122,2230,14.5,5790
15000,40000,12,125,4,3.58,32,71,2515,14.8,750
80000,3000,4,150,7,3.58,25,140,2745,16.7,4000
76000,3450,4,220,6,3.58,16,250,2855,17.6,3800
58100,14000,5,150,6,3.23,16,258,2405,14.9,2905
20000,5792,8,125,5,3.23,18,225,2830,15.9,1000
75000,17475,4,160,4,4.17,16,302,3140,13.6,3750
48000,17746,5,160,0,4.17,13,350,2795,15.7,2400
85000,21977,7,350,1,2.76,14,318,3410,15.8,4250
350000,30000,9,883,14,3.15,14,302,1990,14.9,17500
28000,31288,8,110,5,3.15,14,304,2135,16.6,1400
39000,1200,7,160,0,3.15,29,98,3245,15.4,1950
20000,49500,10,110,0,3.15,26,79,2990,18.2,1000
115000,18832,5,350,1,3.15,26,97,2890,17.3,5750
20000,15906,10,100,5,3.15,31,76,3265,18.2,1000
57000,15000,7,180,6,3.15,32,83,3360,16.6,2850
16000,23105,15,100,5,3.89,28,90,3840,15.4,800
5000,82178,18,135,5,3.89,24,90,3725,13.4,250
70000,49347,9,200,9,3.39,26,116,3955,13.2,3500
116900,25362,6,500,1,3.39,24,120,3830,15.2,5845
90000,17000,7,350,1,3.39,26,108,4360,14.9,4500
83800,21540,10,350,1,3.39,31,79,4054,14.3,4190
60000,4150,6,150,6,3.39,19,225,3605,15,3000
30000,30000,10,160,0,3.39,18,250,3940,13,1500
163500,13900,3,500,1,3.16,15,250,1925,14,8175
45000,30,7,200,6,3.64,15,250,1975,15.2,2250
47000,60045,12,350,1,3.64,16,400,1915,14.4,2350
35800,90408,18,350,1,3.64,15,350,2670,15,1790
65450,9238,3,200,0,3.64,16,318,3530,20.1,3272.5
42000,16539,5,150,6,3.64,14,351,3900,17.4,2100
26000,70000,11,150,6,3.1,17,231,3190,24.8,1300
20000,5000,10,100,5,3.1,16,250,3420,22.2,1000
37000,28478,5,125,5,3.35,15,258,2200,13.2,1850
50000,16674,4,150,6,3.35,18,225,2150,14.9,2500
37000,77596,8,150,3,3.12,21,231,2020,19.2,1850
100000,25000,10,350,1,3.23,20,262,2130,14.7,5000
20000,84916,14,150,0,3.23,13,302,2670,16,1000
25000,80517,9,100,6,3.23,29,97,2595,11.3,1250
58000,4020,2,110,0,3.39,23,140,2700,12.9,2900
120601,19631,4,400,6,3.46,20,232,2556,13.2,6030.05
70000,7500,5,150,7,3.46,23,140,2144,14.7,3500
131000,14379,3,150,3,3.86,24,134,1968,18.8,6550
58000,21853,7,150,3,3.86,25,90,2120,15.5,2900
15000,35000,13,100,5,3.86,24,119,2019,16.4,750
70000,12679,3,150,7,3.39,18,171,2678,16.5,3500
13000,24780,14,150,6,3.46,29,90,2870,18.1,650
33000,20210,8,110,0,3.9,19,232,3003,20.1,1650
110000,6000,3,200,0,3.41,23,115,3381,18.7,5500
46000,16298,4,100,5,3.41,23,120,2188,15.8,2300
55000,18496,5,220,6,3.07,22,121,2711,15.5,2750
75000,30687,14,350,1,3.41,25,121,2542,17.5,3750
52000,38943,6,220,6,3.41,33,91,2434,15,2600
220000,7130,5,320,3,3.41,28,107,2265,15.2,11000
120000,8492,5,410,1,3.41,25,116,2110,17.9,6000
138000,5000,5,410,1,3.58,25,140,2800,14.4,6900
11400,20000,17,100,5,3.58,26,98,2110,19.2,570
34400,24513,8,150,4,3.58,27,101,2085,21.7,1720
25000,11122,11,100,5,3.58,17.5,305,2335,23.7,1250
55000,6138,4,150,3,3.58,16,318,2950,19.9,2750
24000,68000,14,100,5,3.58,15.5,304,3250,21.8,1200
80000,56968,8,350,1,3.23,14.5,351,1850,13.8,4000
78000,7500,3,150,3,3.23,22,225,1835,17.3,3900
61483,28032,7,150,4,4.17,22,250,2145,18,3074.15
14000,39211,16,125,6,4.17,24,200,1845,15.3,700
195000,4568,4,390,9,2.76,22.5,232,2910,11.4,9750
55000,10000,6,180,6,3.15,29,85,2420,12.5,2750
46000,27687,9,200,6,3.15,24.5,98,2500,15.1,2300
84300,9900,4,200,6,3.15,29,90,2905,14.3,4215
92000,16499,4,350,1,3.15,33,91,2290,17,4600
85000,38000,9,350,1,3.15,20,225,2490,15.7,4250
45000,18742,6,150,3,3.15,18,250,2635,16.4,2250
43000,42837,8,150,4,3.15,18.5,250,2620,14.4,2150
55000,27000,9,150,3,3.89,17.5,258,2725,12.6,2750
11900,34968,14,150,5,3.89,29.5,97,2385,12.9,595
105000,20000,4,350,1,3.39,32,85,1755,16.9,5250
18000,3869,16,100,5,3.39,28,97,1875,16.4,900
48000,41939,8,200,6,3.39,26.5,140,1760,16.1,2400
50000,29134,7,220,6,3.39,20,130,2065,17.8,2500
25000,48587,8,150,5,3.39,13,318,1975,19.4,1250
70000,8000,5,220,6,3.39,19,120,2050,17.3,3500
87000,140,3,160,4,3.16,19,156,1985,16,4350
10000,64955,15,150,6,3.64,16.5,168,2215,14.9,500
25000,65000,12,150,3,3.64,16.5,350,2045,16.2,1250
18000,22824,8,100,5,3.64,13,350,2380,20.7,900
14227,36000,15,150,6,3.64,13,302,2190,14.2,711.35
35000,60000,9,220,6,3.64,13,318,2320,15.8,1750
450000,3430,4,750,14,3.1,31.5,98,2210,14.4,22500
139000,21300,4,400,6,3.1,30,111,2350,16.8,6950
80000,7127,5,220,6,3.35,36,79,2615,14.8,4000
45000,18742,6,150,3,3.35,25.5,122,2635,18.3,2250
43000,42837,8,150,4,3.12,33.5,85,3230,20.4,2150
55000,27000,9,150,3,3.23,17.5,305,3160,19.6,2750
11900,34968,14,150,5,3.23,17,260,2900,12.6,595
105000,20000,4,350,1,3.23,15.5,318,2930,13.8,5250
18000,3869,16,100,5,3.39,15,302,3415,15.8,900
48000,41939,8,200,6,3.46,17.5,250,3725,19,2400
50000,29134,7,220,6,3.46,20.5,231,3060,17.1,2500
25000,48587,8,150,5,3.86,19,225,3465,16.6,1250
70000,8000,5,220,6,3.86,18.5,250,2605,19.6,3500
87000,140,3,160,4,3.39,16,400,2640,18.6,4350
10000,64955,15,150,6,3.46,15.5,350,2395,18,500
25000,65000,12,150,3,3.9,15.5,400,2575,16.2,1250
18000,22824,8,100,5,3.41,16,351,2525,16,900
14227,36000,15,150,6,3.41,29,97,2735,18,711.35
35000,60000,9,220,6,3.07,24.5,151,2865,16.4,1750
450000,3430,4,750,14,3.41,26,97,3035,20.5,22500
139000,21300,4,400,6,3.41,25.5,140,1980,15.3,6950
80000,7127,5,220,6,3.41,30.5,98,2025,18.2,4000
23000,20000,6,100,6,3.41,33.5,98,1970,17.6,1150
32000,22697,7,125,7,3.58,30,97,2125,14.7,1600
20000,52000,10,150,3,3.58,30.5,97,2125,17.3,1000
55005,6600,5,220,6,3.58,22,146,2160,14.5,2750.25
87000,16336,7,350,1,3.58,21.5,121,2205,14.5,4350
70000,13858,11,350,1,3.58,21.5,80,2245,16.9,3500
35000,11885,12,125,7,3.58,43.1,90,1965,15,1750
196700,13216,4,390,9,3.23,36.1,98,1965,15.7,9835
25000,32588,9,150,6,3.23,32.8,78,1995,16.2,1250
123000,14500,4,250,3,4.17,39.4,85,2945,16.4,6150
95500,18000,8,350,1,4.17,36.1,91,3015,17,4775
32000,12000,6,100,5,2.76,19.9,260,2585,14.5,1600
41000,20245,11,220,6,3.15,19.4,318,2835,14.7,2050
15000,35000,19,100,5,3.15,20.2,302,2665,13.9,750
39000,22000,4,100,5,3.15,19.2,231,2370,13,1950
30000,6639,9,180,0,3.15,20.5,200,2950,17.3,1500
60000,20373,6,220,6,3.15,20.2,200,2790,15.6,3000
15600,84186,16,125,5,3.15,25.1,140,2130,24.6,780
22000,60857,13,150,6,3.15,20.5,225,2295,11.6,1100
45000,18742,6,150,3,3.89,19.4,232,2625,18.6,2250
43000,42837,8,150,4,3.89,20.6,231,2720,19.4,2150
55000,27000,9,150,3,3.39,20.8,200,3504,12,2750
11900,34968,14,150,5,3.39,18.6,225,3693,11.5,595
105000,20000,4,350,1,3.39,18.1,258,3436,11,5250
18000,3869,16,100,5,3.39,19.2,305,3433,12,900
48000,41939,8,200,6,3.39,17.7,231,3449,10.5,2400
50000,29134,7,220,6,3.39,18.1,302,4341,10,2500
25000,48587,8,150,5,3.16,17.5,318,4354,9,1250
70000,8000,5,220,6,3.64,30,98,4312,8.5,3500
87000,140,3,160,4,3.64,27.5,134,4425,10,4350
10000,64955,15,150,6,3.64,27.2,119,3850,8.5,500
25000,65000,12,150,3,3.64,30.9,105,3563,10,1250
18000,22824,8,100,5,3.64,21.1,134,3609,8,900
14227,36000,15,150,6,3.1,23.2,156,3761,9.5,711.35
35000,60000,9,220,6,3.1,23.8,151,3086,10,1750
450000,3430,4,750,14,3.35,23.9,119,2372,15,22500
139000,21300,4,400,6,3.35,20.3,131,2833,15.5,6950
80000,7127,5,220,6,3.12,17,163,2774,15.5,4000
45000,18742,6,150,3,3.23,21.6,121,2587,16,2250
43000,42837,8,150,4,3.23,16.2,163,2130,14.5,2150
55000,27000,9,150,3,3.23,31.5,89,1835,20.5,2750
11900,34968,14,150,5,3.39,29.5,98,2672,17.5,595
105000,20000,4,350,1,3.46,21.5,231,2430,14.5,5250
18000,3869,16,100,5,3.46,19.8,200,2375,17.5,900
48000,41939,8,200,6,3.86,22.3,140,2234,12.5,2400
50000,29134,7,220,6,3.86,20.2,232,2648,15,2500
25000,48587,8,150,5,3.39,20.6,225,4615,14,1250
70000,8000,5,220,6,3.46,17,305,4376,15,3500
87000,140,3,160,4,3.9,17.6,302,4382,13.5,4350
10000,64955,15,150,6,3.41,16.5,351,4732,18.5,500
25000,65000,12,150,3,3.41,18.2,318,2130,14.5,1250
18000,22824,8,100,5,3.07,16.9,350,2264,15.5,900
14227,36000,15,150,6,3.41,15.5,351,2228,14,711.35
35000,60000,9,220,6,3.41,19.2,267,2046,19,1750
450000,3430,4,750,14,3.41,18.5,360,2634,13,22500
139000,21300,4,400,6,3.41,31.9,89,3439,15.5,6950
80000,7127,5,220,6,3.58,34.1,86,3329,15.5,4000
23000,20000,6,100,6,3.58,35.7,98,3302,15.5,1150
32000,22697,7,125,7,3.58,27.4,121,3288,15.5,1600
20000,52000,10,150,3,3.58,25.4,183,4209,12,1000
55005,6600,5,220,6,3.58,23,350,4464,11.5,2750.25
87000,16336,7,350,1,3.58,27.2,141,4154,13.5,4350
70000,13858,11,350,1,3.23,23.9,260,4096,13,3500
35000,11885,12,125,7,3.23,34.2,105,4955,11.5,1750
196700,13216,4,390,9,4.17,34.5,105,4746,12,9835
25000,32588,9,150,6,4.17,31.8,85,5140,12,1250
123000,14500,4,250,3,2.76,37.3,91,2962,13.5,6150
95500,18000,8,350,1,3.15,28.4,151,2408,19,4775
32000,12000,6,100,5,3.15,28.8,173,3282,15,1600
41000,20245,11,220,6,3.15,26.8,173,3139,14.5,2050
15000,35000,19,100,5,3.15,33.5,151,2220,14,750
39000,22000,4,100,5,3.15,41.5,98,2123,14,1950
30000,6639,9,180,0,3.15,38.1,89,2074,19.5,1500
60000,20373,6,220,6,3.15,32.1,98,2065,14.5,3000
15600,84186,16,125,5,3.89,37.2,86,1773,19,780
22000,60857,13,150,6,3.89,28,151,1613,18,1100
45000,18742,6,150,3,3.39,26.4,140,1834,19,2250
43000,42837,8,150,4,3.39,24.3,151,1955,20.5,2150
55000,27000,9,150,3,3.39,19.1,225,2278,15.5,2750
11900,34968,14,150,5,3.39,34.3,97,2126,17,595
105000,20000,4,350,1,3.39,29.8,134,2254,23.5,5250
18000,3869,16,100,5,3.39,31.3,120,2408,19.5,900
48000,41939,8,200,6,3.16,37,119,2226,16.5,2400
50000,29134,7,220,6,3.64,32.2,108,4274,12,2500
25000,48587,8,150,5,3.64,46.6,86,4385,12,1250
70000,8000,5,220,6,3.64,27.9,156,4135,13.5,3500
87000,140,3,160,4,3.64,40.8,85,4129,13,4350
10000,64955,15,150,6,3.64,44.3,90,3672,11.5,500
25000,65000,12,150,3,3.1,43.4,90,4633,11,1250
18000,22824,8,100,5,3.1,36.4,121,4502,13.5,900
14227,36000,15,150,6,3.35,30,146,4456,13.5,711.35
35000,60000,9,220,6,3.35,44.6,91,4422,12.5,1750
450000,3430,4,750,14,3.12,40.9,85,2330,13.5,22500
139000,21300,4,400,6,3.23,33.8,97,3892,12.5,6950
80000,7127,5,220,6,3.23,29.8,89,4098,14,4000
23000,20000,6,100,6,3.23,32.7,168,4294,16,1150
32000,22697,7,125,7,3.39,23.7,70,4077,14,1600
20000,52000,10,150,3,3.46,35,122,2933,14.5,1000
55005,6600,5,220,6,3.46,23.6,140,2511,18,2750.25
87000,16336,7,350,1,3.86,32.4,107,2979,19.5,4350
70000,13858,11,350,1,3.86,27.2,135,2189,18,3500
35000,11885,12,125,7,3.39,26.6,151,2395,16,1750
196700,13216,4,390,9,3.46,25.8,156,2288,17,9835
25000,32588,9,150,6,3.9,23.5,173,2506,14.5,1250
123000,14500,4,250,3,3.41,30,135,2164,15,6150
95500,18000,8,350,1,3.41,39.1,79,2100,16.5,4775
32000,12000,6,100,5,3.07,39,86,4100,13,1600
41000,20245,11,220,6,3.41,35.1,81,3672,11.5,2050
15000,35000,19,100,5,3.41,32.3,97,3988,13,750
39000,22000,4,100,5,3.41,37,85,4042,14.5,1950
30000,6639,9,180,0,3.41,37.7,89,3777,12.5,1500
60000,20373,6,220,6,3.58,34.1,91,4952,11.5,3000
15600,84186,16,125,5,3.58,34.7,105,4464,12,780
22000,60857,13,150,6,3.58,34.4,98,4363,13,1100
45000,18742,6,150,3,3.58,29.9,98,4237,14.5,2250
43000,42837,8,150,4,3.58,33,105,4735,11,2150
55000,27000,9,150,3,3.58,34.5,100,4951,11,2750
11900,34968,14,150,5,3.23,33.7,107,3821,11,595
105000,20000,4,350,1,3.23,32.4,108,3121,16.5,5250
18000,3869,16,100,5,4.17,32.9,119,3278,18,900
48000,41939,8,200,6,4.17,31.6,120,2945,16,2400
50000,29134,7,220,6,2.76,28.1,141,3021,16.5,2500
25000,48587,8,150,5,3.15,30.7,145,2904,16,1250
70000,8000,5,220,6,3.15,25.4,168,1950,21,3500
87000,140,3,160,4,3.15,24.2,146,4997,14,4350
10000,64955,15,150,6,3.15,22.4,231,4906,12.5,500
25000,65000,12,150,3,3.15,26.6,350,4654,13,1250
18000,22824,8,100,5,3.15,20.2,200,4499,12.5,900
14227,36000,15,150,6,3.15,17.6,225,2789,15,711.35
35000,60000,9,220,6,3.89,28,112,2279,19,1750
450000,3430,4,750,14,3.89,27,112,2401,19.5,22500
139000,21300,4,400,6,3.39,34,112,2379,16.5,6950
80000,7127,5,220,6,3.39,31,112,2124,13.5,4000
45000,18742,6,150,3,3.39,29,135,2310,18.5,2250
43000,42837,8,150,4,3.39,27,151,2472,14,2150
55000,27000,9,150,3,3.39,24,140,2265,15.5,2750
11900,34968,14,150,5,3.39,23,151,4082,13,595
105000,20000,4,350,1,3.16,36,105,4278,9.5,5250
18000,3869,16,100,5,3.64,37,91,1867,19.5,900
48000,41939,8,200,6,3.64,31,91,2158,15.5,2400
50000,29134,7,220,6,3.64,38,105,2582,14,2500
25000,48587,8,150,5,3.64,36,98,2868,15.5,1250
70000,8000,5,220,6,3.64,36,120,3399,11,3500
87000,140,3,160,4,3.1,36,107,2660,14,4350
10000,64955,15,150,6,3.1,34,108,2807,13.5,500
25000,65000,12,150,3,3.35,38,91,3664,11,1250
18000,22824,8,100,5,3.35,32,91,3102,16.5,900
14227,36000,15,150,6,3.12,38,91,2875,17,711.35
35000,60000,9,220,6,3.23,25,181,2901,16,1750
450000,3430,4,750,14,3.23,38,262,3336,17,22500
139000,21300,4,400,6,3.23,26,156,1950,19,6950
80000,7127,5,220,6,3.39,22,232,2451,16.5,4000
23000,20000,6,100,6,3.46,32,144,1836,21,1150
32000,22697,7,125,7,3.46,36,135,2542,17,1600
20000,52000,10,150,3,3.86,27,151,3781,17,1000
55005,6600,5,220,6,3.86,27,140,3632,18,2750.25
87000,16336,7,350,1,3.39,44,97,3613,16.5,4350
70000,13858,11,350,1,3.46,32,135,4141,14,3500
35000,11885,12,125,7,3.9,28,120,4699,14.5,1750
196700,13216,4,390,9,3.41,31,119,4457,13.5,9835
25000,32588,9,150,6,3.41,18,307,4638,16,1250
123000,14500,4,250,3,3.07,15,350,4257,15.5,6150
95500,18000,8,350,1,3.41,18,318,2219,16.5,4775
32000,12000,6,100,5,3.41,16,304,1963,15.5,1600
41000,20245,11,220,6,3.41,17,302,2300,14.5,2050
15000,35000,19,100,5,3.41,15,429,1649,16.5,750
39000,22000,4,100,5,3.58,14,454,2003,19,1950
30000,6639,9,180,0,3.58,14,440,2125,14.5,1500
60000,20373,6,220,6,3.58,14,455,2108,15.5,3000
15600,84186,16,125,5,3.58,15,390,2246,14,780
22000,60857,13,150,6,3.58,15,383,2489,15,1100
45000,18742,6,150,3,3.58,14,340,2391,15.5,2250
43000,42837,8,150,4,3.23,15,400,2000,16,2150
55000,27000,9,150,3,3.23,14,455,3264,16,2750
11900,34968,14,150,5,4.17,24,113,3459,16,595
105000,20000,4,350,1,4.17,22,198,3432,21,5250
18000,3869,16,100,5,2.76,18,199,3158,19.5,900
48000,41939,8,200,6,3.15,21,200,4668,11.5,2400
50000,29134,7,220,6,3.15,27,97,4440,14,2500
25000,48587,8,150,5,3.15,26,97,4498,14.5,1250
70000,8000,5,220,6,3.15,25,110,4657,13.5,3500
87000,140,3,160,4,3.15,24,107,3907,21,4350
10000,64955,15,150,6,3.15,25,104,3897,18.5,500
25000,65000,12,150,3,3.15,26,121,3730,19,1250
18000,22824,8,100,5,3.89,21,199,3785,19,900
14227,36000,15,150,6,3.89,10,360,3039,15,711.35
35000,60000,9,220,6,3.39,10,307,3221,13.5,1750
450000,3430,4,750,14,3.39,11,318,3169,12,22500
139000,21300,4,400,6,3.39,9,304,2171,16,6950
80000,7127,5,220,6,3.39,27,97,2639,17,4000
23000,20000,6,100,6,3.39,28,140,2914,16,1150
32000,22697,7,125,7,3.39,25,113,2592,18.5,1600
20000,52000,10,150,3,3.16,25,98,2702,13.5,1000
55005,6600,5,220,6,3.64,19,232,2223,16.5,2750.25
87000,16336,7,350,1,3.64,16,225,2545,17,4350
70000,13858,11,350,1,3.64,17,250,2984,14.5,3500
35000,11885,12,125,7,3.64,19,250,1937,14,1750
196700,13216,4,390,9,3.64,18,232,3211,17,9835
25000,32588,9,150,6,3.1,14,350,2694,15,1250
